segment,sub_segment_group,organization,sub_segment,location,website,likely_needs,buying_trigger,source_url,verified
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,"Swadeshi Industrial Works PLC (Rani, Khomba)","Soap, personal care",Kandana,swadeshiherbal.com,"Soap cartons/wrappers, detergent packs, herbal cosmetic cartons",First local soap maker; herbal range; ongoing demand,https://en.wikipedia.org/wiki/Swadeshi_Industrial_Works,yes
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,BCC Lanka Ltd,"Soap, coconut oil, detergents",n/a,bcc.lk,"Coconut oil labels, soap wrappers, washing powder packs",Consumer products manufacturer; ongoing demand,https://www.bcc.lk/shop?c=Soap,yes
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,Delmege Consumer,FMCG distribution,Colombo,delmege.com,"Brand packs, labels, POS",FMCG partner/distributor; ongoing demand,https://www.delmege.com/companies/delmege-fmcg/,yes
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,CavinKare Lanka,Dairy beverages,n/a,see source,"Milkshake packs, sachets, POS",Launched Cavin's Milkshake in Sri Lanka,https://www.lankabusinessnews.com/category/fmcg/,yes
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,Raigam Group,"Noodles, salt",n/a,see source,"Noodle packs, salt packs, cartons",FMCG group; ongoing demand,https://www.kapruka.com/online_brands.jsp,yes
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,Motha Confectionery Works,Dessert mixes,n/a,see source,"Dessert mix sachets, cartons",Leader in dessert mixes since 1960; ongoing demand,https://www.kapruka.com/online_brands.jsp,yes
"Export, FMCG & pharma",FMCG brands sold in Sri Lankan supermarkets,Perera & Sons,Bakery,Colombo,see source,"Bakery cartons, cake boxes, labels","Exhibited at first Sri Lanka pavilion, Fine Food Australia 2026",https://www.mfa.gov.lk/en/news/sri-lanka-showcases-first-ever-pavilion-fine-food-australia-2026,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Hettigoda Industries (Siddhalepa),Ayurveda,Mount Lavinia,siddhalepa.com,"Balm cartons, oil labels, herbal tea cartons, leaflets, spa packs",New Siddhalepa Ayurveda Mount Lavinia Boutique (Sep 2026); exports to 40+ countries,https://www.siddhalepa.com/export-market/,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Link Natural Products (Pvt) Ltd,Ayurveda,Dompe (Gampaha) (verify),linknaturalproducts.com,"Unit cartons for 200+ SKUs, labels, leaflets, Samahan sachets",200+ product range; exporter; ongoing demand,https://www.linknaturalproducts.com/,verify
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Spa Ceylon Ayurveda Wellness,Luxury wellness,Colombo,lk.spaceylon.com,"Rigid gift boxes, labels, seasonal gift sets",Eid Celebration Collection 2026 (seasonal gift packaging),https://lk.linkedin.com/company/spa-ceylon,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Janet Ayurvedics (Pvt) Ltd,Herbal cosmetics,n/a,see source,"Cosmetic cartons, labels",Pioneer since 1961; ongoing demand,https://www.srilankabusiness.com/blog/ayurveda-herbal-products-sri-lanka.html,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Nature's Beauty Creations Ltd (Nature's Secrets),Herbal cosmetics,n/a,nbc.lk,"Skin/hair/baby care cartons, labels, leaflets",Largest GMP cosmetics maker; National Green Award,https://www.nbc.lk/,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Dreamron Group,Cosmetics,n/a,dreamron.lk,"Hair care cartons, labels, sachets",Exports to 30+ destinations; ongoing demand,https://dreamron.lk/,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",4Ever Skin Naturals,Herbal cosmetics,n/a,foreverskinnaturals.com,"Cream cartons, labels",Herbal beauty brand; ongoing demand,https://foreverskinnaturals.com/about/aboutus,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Gampaha Wickramaratchi Siddhayurveda Ausheda (Pvt) Ltd,Ayurveda medicines,Gampaha,gampahawickramaratchi.lk,"Medicine cartons, bottle labels, leaflets",4-generation manufacturer; ongoing demand,https://www.gampahawickramaratchi.lk/,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands",Sri Lanka Ayurvedic Drugs Corporation,Ayurveda medicines,n/a,see source,"Medicine cartons, labels, leaflets",Only state ayurveda manufacturer; procurement via tenders,https://www.srilankabusiness.com/ayurvedic-and-herbal/overview.html,yes
"Export, FMCG & pharma","Ayurveda, herbal, cosmetics and wellness brands","Hemas (Kumarika, Baby Cheramy)",Herbal personal care,Dankotuwa (verify),hemas.com,"Hair oil labels, cartons, POS",Leading herbal hair care brand; see also segment 3,https://www.srilankabusiness.com/exporters-directory/company-profiles/hemas-manufacturing-pvt-ltd/,verify
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,State Pharmaceuticals Manufacturing Corporation (SPMC),Pharma manufacturer,Ratmalana,spmc.gov.lk,"Pharma cartons, leaflets, blister backing, bottle labels",State manufacturer; publishes packaging/print tenders,https://spmc.gov.lk/media/tenders,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Navesta Pharmaceuticals (Pvt) Ltd,Pharma manufacturer,Horana,see source,"Vial/injectable cartons, labels, leaflets",First sterile plant; beta-lactam injectables,https://www.ft.lk/Business/Navesta-Pharmaceuticals-opens-Sri-Lanka-s-first-sterile-pharmaceutical-manufacturing-plant-in-Horana/34-638918,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Morison Ltd (Hemas),Pharma manufacturer,Homagama,see source,"OSD cartons, oral liquid labels, leaflets, blister backing",Rs 4 bn EU-GMP plant; export drive,https://economynext.com/brand_voice/morison-advancing-sri-lankas-pharmaceutical-future/,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Hemas Pharmaceuticals,Pharma manufacturer/distributor,Colombo,hemas.com,"Cartons, labels, leaflets",Rs 2 bn new pharma plant; export diversification,https://www.ft.lk/Front-Page/hemas-group-to-invest-rs-2-b-for-new-pharmaceutical-plant/44-598946,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Astron Ltd,Pharma manufacturer,Colombo (verify),see source,"Cartons, labels, leaflets",Manufacturing since 1956; SLPMA member,https://lk.linkedin.com/company/slpma,verify
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,CIC Life Sciences,Pharma manufacturer,Welisara,cic.lk,"Cartons, labels, leaflets",NMRA-approved manufacturer; ongoing demand,https://www.cic.lk/pharmaceuticals/,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Tabrane Pharmaceuticals (Pvt) Ltd,Pharma manufacturer/distributor,n/a,see source,"Cartons, labels, leaflets",Western and non-western portfolio; ongoing demand,https://www.theonpharma.com/top-10-pharmaceutical-manufacturing-companies-in-sri-lanka/,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Sun Pharmaceutical (Sri Lanka),Pharma distributor,Colombo,sunpharma.com,"Local labels, leaflets, promotional print",Top-5 generic company locally; ongoing demand,https://sunpharma.com/sri-lanka/,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,George Steuart Health (Pvt) Ltd,Pharma distributor / new manufacturer,Colombo,see source,"Cartons, labels, leaflets",Requested Hambantota/Ingiriya land for pharma plant (Aug 2025),https://www.sundaytimes.lk/250824/business-times/pharma-companies-seek-new-digs-in-hambantota-and-ingiriya-609416.html,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Maliban Biosimilars (Pvt) Ltd,Biosimilars (planned),n/a,see source,"Vial labels, cartons, leaflets",Requested pharma zone land for new plant (Aug 2025),https://www.sundaytimes.lk/250824/business-times/pharma-companies-seek-new-digs-in-hambantota-and-ingiriya-609416.html,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Premium International Biologics (Pvt) Ltd,Biologics (planned),n/a,see source,"Vial labels, cartons",Requested pharma zone land (Aug 2025),https://www.sundaytimes.lk/250824/business-times/pharma-companies-seek-new-digs-in-hambantota-and-ingiriya-609416.html,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Sunshine Healthcare Lanka Ltd,Pharma manufacturer/distributor,Colombo (verify),sunshineholdings.lk,"Cartons, labels, leaflets, pharmacy retail print","Fully integrated pharma (manufacturing, distribution, retail)",https://www.sunshineholdings.lk/healthcare/pharmaceutical/,verify
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Emerchemie NB (Ceylon) Ltd,Pharma manufacturer,Colombo 10,see source,"Cartons, labels, leaflets",Local manufacturer (Maligawatte); ongoing demand,https://pharmchoices.com/list-of-pharmaceutical-companies-in-sri-lanka-2/,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Interpharm (Pvt) Ltd,Pharma manufacturer,n/a,see source,"Oral liquid labels, cartons, leaflets",Largest liquid oral dosage facility; ongoing demand,https://www.linkedin.com/company/gamma-pharmaceuticals-pvt.-ltd-and-interpharm-pvt.-ltd.,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Gamma Interpharm (Pvt) Ltd,Pharma manufacturer,n/a,see source,"Cartons, labels, leaflets",SLPMA member; markets ex-Parke Davis lines,https://lk.linkedin.com/company/slpma,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Emergen Life Sciences (Pvt) Ltd,Pharma manufacturer,n/a,see source,"Cartons, labels, leaflets",SLPMA member,https://lk.linkedin.com/company/slpma,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Yaden Laboratories,Pharma manufacturer,n/a,see source,"Cartons, labels",SLPMA member,https://lk.linkedin.com/company/slpma,yes
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,Slim Pharmaceuticals (Pvt) Ltd,Pharma (manufacturing unverified),n/a,see source,"Cartons, labels",Listed pharma company; verify manufacturing scope,https://pharmchoices.com/list-of-pharmaceutical-companies-in-sri-lanka-2/,verify
"Export, FMCG & pharma",Pharmaceutical manufacturers and distributors,State Pharmaceuticals Corporation (SPC),Pharma procurement / distributor,Colombo,spc.lk,"Tender-based print (labels, leaflets, cartons for suppliers)",Active 2026 global procurement notices; buy-back scheme for local makers,https://www.spc.lk/tender-display.php,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,MAS Holdings,Apparel exporter (group),Ratmalana (HQ); plants island-wide,masholdings.com,"Hang tags, woven/printed care labels, poly bags, printed shipping cartons, retail boxes for Amanté","New Hellmann-MAS fashion logistics hub, Kimbulapitiya (announced May 2026)",https://www.ajot.com/news/hellmann-and-mas-holdings-launch-new-fashion-logistics-hub-in-sri-lanka,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Brandix Lanka,Apparel exporter (group),Colombo (HQ); plants incl. Batticaloa,brandix.com,"Hang tags, swing tickets, care labels, poly bags, printed export cartons, barcode labels",Phase-two digital upgrade across plants; ongoing demand (exporter),https://brandix.com/how-brandix-is-building-systems-to-make-fashion-production-speedier-smarter-and-sustainable/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Hirdaramani Group,Apparel exporter (group),Colombo (HQ); new mill Pannala,hirdaramani.com,"Hang tags, labels, poly bags, shipping cartons; fabric roll labels/cores for new mill","LKR 10 bn ""Mihila Tex"" textile mill at Pannala; Egypt expansion talks Aug 2026",https://www.ft.lk/front-page/Hirdaramani-Group-invests-Rs-10-b-in-new-textile-plant-Mihila-Tex/44-764437,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Omega Line Ltd (Calzedonia group),Lingerie exporter,Sandalankawa,calzedonia.com,"Lingerie hang tags, size stickers, care labels, poly bags, retail-ready cartons","USD 24 m rebuilt 17,000 m2 factory, 3,000+ staff",https://economynext.com/omega-line-in-us24mn-sri-lanka-lingerie-factory-expansion-29168/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Star Garments Group (Komar),Apparel exporter,Katunayake,star.lk,"Hang tags, labels, poly bags, export cartons, sample/tech-pack printing",8 SL plants + Innovation Center; Komar committed to continued investment,https://www.star.lk/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Crystal Martin Ceylon (Crystal Group),Apparel exporter,Katunayake EPZ,crystalgroup.com,"Hang tags, care labels, poly bags, printed cartons","Ongoing demand (exporter, BOI zone, SLAEA member)",https://www.srilanka-apparel.com/members/crystal-martin-ceylon-pvt-ltd/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Jay Jay Mills Lanka,Apparel exporter (kidswear),Colombo (HQ; verify plants),jayjaymills.com,"Kidswear hang tags, labels, poly bags, shipping cartons",Ongoing demand (major US exporter),https://en.wikipedia.org/wiki/Apparel_industry_in_Sri_Lanka,verify
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Emjay International,Apparel exporter,Katunayake (verify),—,"Hang tags, labels, poly bags, cartons",Ongoing demand (SLAEA member 2024),https://www.srilankaapparel.com/wp-content/uploads/2024/01/Sri-Lanka-Apparel-Exporters-Association-Members-List-2024.pdf,verify
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Orit Apparels Lanka,Denim exporter,"Colombo (HQ), 8 plants",orit.lk,"Denim hang tags, leather/printed patches, waist tickets, poly bags, cartons","720,000 pcs/month, USD 80 m+ turnover; ongoing demand",https://www.srilanka-apparel.com/members/orit-apparel-lanka-pvt-ltd/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,InQube Global,Apparel exporter,Colombo,inqube.com,"Hang tags, labels, sustainable poly/paper bags, cartons",Positions as tech/sustainability-led apparel; ongoing demand,https://www.srilankabusiness.com/apparel/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Norlanka Manufacturing Colombo,Apparel exporter (kidswear),Colombo,norlanka.com,"Kidswear hang tags, labels, poly bags, cartons",Ongoing demand (exporter),https://public.foursource.com/manufacturers/dresses/sri-lanka,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Sumithra Garments,Woven apparel exporter,Wattala,sumithra.lk,"Hang tags, labels, poly bags, export cartons","4 plants, 4,000 staff; ongoing demand",https://lk.linkedin.com/company/sumithra,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Penguin Sportswear,Sportswear/outerwear exporter,Sri Jayawardenepura Kotte,penguinsportswear.com,"Hang tags, labels, poly bags, cartons",5 plants serving UK/EU; ongoing demand,https://lk.linkedin.com/company/penguin-sportswear-pvt-ltd,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Vogue Tex,Apparel exporter,Kosgoda (7 units),voguetex.com,"Hang tags, school-uniform labels, poly bags, cartons","13 m garments/yr, 6,200 staff; ongoing demand",https://voguetex.com/about-us/,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Timex Garments / Timex & Fergasam Group,Apparel exporter,Colombo,timexgarments.com,"Hang tags, labels, poly bags, cartons","10,000+ staff, EU/US fashion; ongoing demand",https://www.sundaytimes.lk/171217/business-times/timex-garments-50-years-on-still-peddling-fortunes-273083.html,yes
"Apparel, industrial & manufacturing",Apparel and garment manufacturers / exporters and local fashion brands,Teejay Lanka PLC,Knit fabric mill,Avissawella (Seethawaka),teejay.com,"Fabric roll labels, core stickers, printed cartons, lab-dip cards",Regional expansion (India mill doubled); ongoing demand,https://www.teejay.com/about-teejay/company-overview,yes
